item_id,name,sale_price,short_description,long_description,images,stock,upc
46478492,Miabella 1-1/2 Carat T.G.W. Created White Sapphire Sterling Silver Halo Bridal Set,68.99,"A beautiful choice for your special lady, this Miabella Created White Sapphire Halo Bridal Set is crafted in lustrous sterling silver. The engagement ring features a cushion-cut (5mm) created white sapphire at the center and round-cut (1.25mm) created white sapphire gemstones shimmer along the sides. The companion two wedding bands feature round-cut (1.25mm) created white sapphire gemstones shimmering along the band. These rings are enhanced with high polish finish.","A beautiful choice for your special lady, this Miabella Created White Sapphire Halo Bridal Set is crafted in lustrous sterling silver. The engagement ring features a cushion-cut (5mm) created white sapphire at the center and round-cut (1.25mm) created white sapphire gemstones shimmer along the sides. The companion two wedding bands feature round-cut (1.25mm) created white sapphire gemstones shimmering along the band. These rings are enhanced with high polish finish.","['https://i5.walmartimages.com/asr/7fa9f608-bd22-4fae-8b54-e43bbdb2e92d_1.238b8c5a2c1f9251e3e4e5baf24eb20c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/56a31298-62be-4cf7-bb32-cd30d496f215_1.792c9fe8cfb0accd535b2edff849cf9a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/bdf3e2e6-7852-40d9-8b7b-144d024f1480_1.5b87a5a546e835b677b2d163a08f0bef.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/a3dc4d2d-7244-41f2-8c74-e0b4b3fbd078_1.9d24b46921945342bbedd9108ef1466a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/18cd2c95-9aab-4b2d-b5e5-f08996a06e88_1.7e99beeb0d28811a2ddaecdd25fd90dd.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']",Available,750005102246.0
43658806,Miabella 1/3 Carat T.W Princess- and Round-Cut Diamond Sterling Silver Bridal Ring Set,276.99,"Show your everlasting love with this stylish Miabella Diamond Bridal Ring Set. Sparkling in lustrous sterling silver, this engagement ring features four princess-cut, invisible-set white diamonds (G-H, I2-I3) at the center and 14 round-cut, prong-set white diamonds (G-H, I2-I3) along the sides. The companion two wedding bands are a perfect match with 12 round-cut, prong-set white diamonds (G-H, I2-I3) glistering along the sides. This ring set is enhanced with a high-polish finish.","Show your everlasting love with this stylish Miabella Diamond Bridal Ring Set. Sparkling in lustrous sterling silver, this engagement ring features four princess-cut, invisible-set white diamonds (G-H, I2-I3) at the center and 14 round-cut, prong-set white diamonds (G-H, I2-I3) along the sides. The companion two wedding bands are a perfect match with 12 round-cut, prong-set white diamonds (G-H, I2-I3) glistering along the sides. This ring set is enhanced with a high-polish finish.","['https://i5.walmartimages.com/asr/73dcd1f9-6d4d-4c43-b202-17d1283c085c_1.8dc8a8e5ee2f3fd82309900870f5bd77.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/7899e0fc-c1c5-494e-ba57-bb8bd0562254_1.9577af652d68f7a6e10b3c171fa37dc6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/764db52b-68e2-42ff-bc41-bc9ef42b8a80_1.7e99beeb0d28811a2ddaecdd25fd90dd.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/f244089e-6cd6-476d-97c3-3a4a591d6e3d_1.12c75fe365ae3746dcdeabf5f14a7b29.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']",Available,750007492666.0
36220470,Miabella 1/5 Carat T.W. Princess and Round-Cut Diamond 10kt White Gold Halo Engagement Ring,294.99,"Sparkle and shine with this stylish Miabella princess and round-cut diamond white gold halo engagement ring. This beautiful and delicate ring combines multi-shaped stones and settings for a truly unforgettable look. The gorgeous ring features four princess-cut, illusion-set diamonds nestled into the center square design, haloed by 16 round-cut, prong-set, precious diamonds. The ring is further enhanced with five diamond accents on each side of the slender band.","Sparkle and shine with this stylish Miabella princess and round-cut diamond white gold halo engagement ring. This beautiful and delicate ring combines multi-shaped stones and settings for a truly unforgettable look. The gorgeous ring features four princess-cut, illusion-set diamonds nestled into the center square design, haloed by 16 round-cut, prong-set, precious diamonds. The ring is further enhanced with five diamond accents on each side of the slender band.","['https://i5.walmartimages.com/asr/5bc9ad12-5541-4b38-b21b-ce90b8167cc8_1.85d1395ced201f26690552ec8c22e800.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/d2c765cf-f596-47b1-8214-c7689e2856a3_1.5bd5238c2fa18015ee347a51ffba2d28.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/806b04d6-c6e7-4b3a-9f66-905caa9de9f6_1.b56cbbff78b4c80ffe0813d7c2f1cd01.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/4276890f-f9f6-4e75-9d27-394adef38a8d_1.9a279065be12ff9eca619bf5bdbde142.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/97e4ecf5-64d8-462e-9d2f-9fe9d2dddce2_1.daed00766d4cae84cd6b7dfccfb71cc9.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/5b501902-4ef1-4a3c-94a1-ce88ae885897_1.62b1691acf66ce2086621c00ca66aa31.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/b3fa3bdd-61e5-4f0f-a004-f67c66a6ff8d_1.fa95228f5469818179eed2f1e4c52864.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/afc0470f-232b-400d-8715-4fedf8f7e081_1.6d4e8914204a6ec31c0bb2d0d94ae356.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/652196b4-6cd3-42ea-abc6-3f14eb11f255_1.a6bbf649f6d6265b2734dbf87598b382.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/6a284c7a-c189-4681-ae66-cd984de7b5b4_1.781389c2774bbb600d8b45d91f1f4b33.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']",Available,750002775474.0
31962129,Miabella 3/5 Carat T.W. Square-Cut Created White Sapphire 10kt White Gold Solitaire Engagement Ring,139.99,"This Created White Sapphire Solitaire Engagement Ring is the perfect choice for your one and only. Prong set with a stunning square-cut created white sapphire (4.5mm), this beautiful engagement ring sparkles in lustrous white gold.","This Created White Sapphire Solitaire Engagement Ring is the perfect choice for your one and only. Prong set with a stunning square-cut created white sapphire (4.5mm), this beautiful engagement ring sparkles in lustrous white gold.","['https://i5.walmartimages.com/asr/7f70de4b-f47a-4268-b4ad-0614971a1a0d_1.e9c593b32fca47d76d500493eb3cba0c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/78878ef2-de0d-4ccd-9686-6daac154664e_1.7e99beeb0d28811a2ddaecdd25fd90dd.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/6080440d-19e8-4983-8147-bf3997fd4d04_1.b819c35fabc62f471994d6b2231cade4.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']",Available,70935836050.0
31528076,Miabella 1/10 Carat T.W. Diamond and 1 Carat T.G.W. Created White Sapphire 10kt White Gold Infinity Engagement Ring,213.99,"As a symbol of your love, give her this beautiful Created White Sapphire and Diamond Cross-Over Engagement Ring. The white gold ring is prong set with a round created white sapphire (6mm) at center and shimmers with 20 round, prong-set diamonds (G-H, I1-I2) along the looped cross-over band.","As a symbol of your love, give her this beautiful Created White Sapphire and Diamond Cross-Over Engagement Ring. The white gold ring is prong set with a round created white sapphire (6mm) at center and shimmers with 20 round, prong-set diamonds (G-H, I1-I2) along the looped cross-over band.","['https://i5.walmartimages.com/asr/1619ca23-a717-480f-8fa7-3ba3483d2e80_1.707dabe1abc8fc747c103418babbbfd9.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/56cd9f61-9e9b-4c5f-ab47-450b4e081ba9_1.495ae7e46c266bef16edc8a7d505999b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/b358131e-328e-4af1-85e4-2db11cab181b_1.d8381a0a8d8e32e0b0fd11e91921180d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/39151d13-09bd-4ccd-9f52-3d395917b744_1.34e64243d0a19714eb39ac0d003a1071.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/1a5cf15e-d5b3-487f-bcc7-30a4a5df4fc7_1.62b1691acf66ce2086621c00ca66aa31.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']",Available,70937151052.0
31962194,Miabella 2 Carat T.G.W. Square-Cut Created White Sapphire 10kt White Gold Solitaire Engagement Ring,178.99,"This Created White Sapphire Solitaire Engagement Ring is the perfect choice for your one and only. Prong set with a stunning square-cut created white sapphire (7mm), this beautiful engagement ring sparkles in lustrous white gold.","This Created White Sapphire Solitaire Engagement Ring is the perfect choice for your one and only. Prong set with a stunning square-cut created white sapphire (7mm), this beautiful engagement ring sparkles in lustrous white gold.","['https://i5.walmartimages.com/asr/b13db9f3-dafd-4756-80fd-3c48c665e9d7_1.eac29f0323cada068d7eb0fed7a9eb95.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/f61770cb-3af0-445d-a593-7c763f8fe6d8_1.2296c35474b4f3ffd6903ff4c66f5ead.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/19cd4a6b-83d2-4a8c-857c-f03b62f9bea8_1.932b072162486a05e29e7d7ff4707c8c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/926ed479-0e3a-4379-a041-bff2ffaf5b31_1.62b1691acf66ce2086621c00ca66aa31.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/51b5a710-f140-458c-b496-477ccbbacaf0_1.7e99beeb0d28811a2ddaecdd25fd90dd.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/3a0b6627-19e1-4fdf-84f2-6a441e5d97da_1.3d9d693d7c6ad40465d208c2b3d7322e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']",Available,70935843058.0
38437058,Miabella Diamond-Accent 10kt White Gold Wedding Band,191.99,"This beautiful Miabella Diamond Wedding Band will lend an eye-catching touch of sparkle to your look. A dazzling white gold ring features 23 round-cut, pave-set white diamond accents along the sides. This ring enhanced with miligrain finish.","This beautiful Miabella Diamond Wedding Band will lend an eye-catching touch of sparkle to your look. A dazzling white gold ring features 23 round-cut, pave-set white diamond accents along the sides. This ring enhanced with miligrain finish.","['https://i5.walmartimages.com/asr/6a504112-a33a-476a-ac11-186fc245b100_1.5050698b4906d3d3fdfaa292de2eb0b2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/a97f73d0-bff6-4340-8628-5e95ccc1a3b2_1.b0e7d29f7e3e5f97d8b3cba910323440.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/6db71829-ff82-4b36-ae00-53da761d0ce1_1.7e99beeb0d28811a2ddaecdd25fd90dd.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/5f9af807-3c66-46df-96b3-5901498badf5_1.62b1691acf66ce2086621c00ca66aa31.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']",Available,750004043946.0
27545813,Miabella 2-1/3 Carat T.G.W. Princess and Round-Cut Cubic Zirconia Sterling Silver Halo Bridal Set,52.99,"Say ""I love you"" with this elegant Sterling Silver Princess- and Round-Cut CZ Bridal Set. The engagement ring features a square center design prong set with a sparkling princess-cut CZ (4mm). Fiery round, prong-set CZ (1mm) halo the center gemstone and accent each side of the slender band. The matching wedding band is also prong set with a single row of round CZ (1mm).","Say ""I love you"" with this elegant Sterling Silver Princess- and Round-Cut CZ Bridal Set. The engagement ring features a square center design prong set with a sparkling princess-cut CZ (4mm). Fiery round, prong-set CZ (1mm) halo the center gemstone and accent each side of the slender band. The matching wedding band is also prong set with a single row of round CZ (1mm).","['https://i5.walmartimages.com/asr/d06fd7a1-b231-48f1-99a0-19790c96770d_1.1903a4c6bf7a19aa341d6896840c8962.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/2a1106f1-44f2-4b2f-857f-fafea29a4d7e_1.34741972a923b25329456a42fa1df1ec.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/a4634aa8-aee6-4ddd-92a8-70953a8770d6_1.2b7cc6ca7c8ef7e7584aba801e8aba33.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/d40f5e77-abe4-495a-b10f-39494485d953_1.2c3d8503b73d97ff85358076040cc230.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/6a916fbb-5e62-42dc-8406-41fc0d758e13_1.c0fe6b2e8eba08d661b99e2c965dae5c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']",Available,70913896052.0
31960883,Miabella 1-1/4 Carat T.G.W. Created White Sapphire 10kt White Gold Solitaire Engagement Ring,158.99,"A solitaire-style engagement ring has a timeless quality to it and this Created White Sapphire Solitaire Engagement Ring is no exception. Sparkling with a dazzling round-cut, prong-set created white sapphire (6.5mm), this classic engagement ring is crafted in lustrous white gold.","A solitaire-style engagement ring has a timeless quality to it and this Created White Sapphire Solitaire Engagement Ring is no exception. Sparkling with a dazzling round-cut, prong-set created white sapphire (6.5mm), this classic engagement ring is crafted in lustrous white gold.","['https://i5.walmartimages.com/asr/a3d636da-eea5-419f-ad39-36873770b6d2_1.3aafa6fd3c16f452c2f2e62a4f43db64.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/37cb9b81-26f5-474e-b47d-c1ddbe1f2be9_1.fb3a83b7b50b57a0d1f00fb3325d71de.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/9b452914-9598-468d-aaa0-abf8def347d3_1.b80589fb81eac923850fe5d3abeac62b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/43a88095-4ce3-4510-aa0b-c2538eea9442_1.7e99beeb0d28811a2ddaecdd25fd90dd.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/e6d200e3-2e25-4d28-a406-767a4227c8c2_1.2ffb141a1f40e409aaa24fa70d9937b3.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']",Available,70935454056.0
31960682,Miabella 1-1/3 Carat T.G.W. Created White Sapphire 10kt White Gold Three-Stone Engagement Ring,191.99,"Let this exceptional Created White Sapphire Three-Stone Engagement Ring symbolize your eternal love. Shimmering with round, prong-set created white sapphires (5mm and 4mm), the engagement ring is crafted in lustrous white gold with an elegant, high-polish band.","Let this exceptional Created White Sapphire Three-Stone Engagement Ring symbolize your eternal love. Shimmering with round, prong-set created white sapphires (5mm and 4mm), the engagement ring is crafted in lustrous white gold with an elegant, high-polish band.","['https://i5.walmartimages.com/asr/ba606501-3f4d-4739-b07f-1982fc3e33d4_1.accf91e694c5ef1b3893730f685163b2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/da9c6bbd-647c-47dd-8df1-9226ebb5e68b_1.417f52b39a739a085b5778f5c5a83a53.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/be61e33b-ae14-47ad-837a-bff75838f3bd_1.5b3a227f32da2b78961b34694c5e0741.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/0f1196c6-cd1c-47b2-af4b-7cbc725d66e3_1.62b1691acf66ce2086621c00ca66aa31.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']",Available,70935485050.0
24359979,Miabella Diamond-Accent 10kt White Gold Wedding Band,236.99,"This White Gold Diamond Accent Wedding Band is the perfect combination of simplicity and bling that she'll treasure for a lifetime. Crafted in sturdy white gold, the ring boasts 10 sparkling round-cut diamonds, prong-set along the top of the band.","This White Gold Diamond Accent Wedding Band is the perfect combination of simplicity and bling that she'll treasure for a lifetime. Crafted in sturdy white gold, the ring boasts 10 sparkling round-cut diamonds, prong-set along the top of the band.","['https://i5.walmartimages.com/asr/13cecee1-6cdb-47c9-b24c-44bf35e5b4d2_1.07498b47e13b4c696f7fb9cc7b145170.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/04b69919-3695-4f8e-a71a-4c0ff441216c_1.7e99beeb0d28811a2ddaecdd25fd90dd.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/eb1db5d4-3333-4e64-ab0f-b753638eeab3_1.62b1691acf66ce2086621c00ca66aa31.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/12aabba6-3fa0-41f2-a492-6ccfad1c5761_1.8f233a1898b5f7e255c7ab9c38f7b865.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/940db684-2c96-4db6-b124-9ac64c092f37_1.f6da72902ba247a3f9d2d629842527b6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']",Available,70890647050.0
31962041,Miabella 1/10 Carat T.W. Diamond 10kt Rose Gold Wedding Band,160.99,"This Miabella Diamond Wedding Band will complement any engagement ring with its icy shimmer. Crafted in lustrous rose gold, the wedding ring sparkles with two rows of 20 round diamonds (G-H, I2-I3) pave-set on a slender, high-polish band.","This Miabella Diamond Wedding Band will complement any engagement ring with its icy shimmer. Crafted in lustrous rose gold, the wedding ring sparkles with two rows of 20 round diamonds (G-H, I2-I3) pave-set on a slender, high-polish band.","['https://i5.walmartimages.com/asr/6e3937e7-6caf-4f12-b53c-2bf8ee24dc79_1.191897c7c161e32007ebfd82f05abab6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/0ba5b944-96d8-4f16-b410-478676cee208_1.5f2b58c79fcfcf0d7b40cbba2b2de1e7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/6c3b9e87-f506-4230-9fc2-416b89842f8b_1.62b1691acf66ce2086621c00ca66aa31.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/8013b0c6-e03b-42db-b161-dd28e919fd9e_1.d5d709dac0095561ac7cedb04eb47d8c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/7d87c73f-b5f3-4de3-918b-a833d9ef0a03_1.7e99beeb0d28811a2ddaecdd25fd90dd.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']",Available,70936635058.0
22401243,Miabella 1/5 Carat T.W. Princess-Cut Diamond 10kt Pink Gold Engagement Ring,296.99,"Show her your devotion with this 1/5 Carat T.W. Princess-Cut Diamond 10kt Pink Gold Engagement Ring. This pink gold engagement ring features four sparkling princess-cut, invisible-set diamonds centered within an elegant square motif. Sixteen round-cut, prong-set diamonds adorn the edges and a total of ten round-cut, prong-set diamonds shimmer along the slender band.","Show her your devotion with this 1/5 Carat T.W. Princess-Cut Diamond 10kt Pink Gold Engagement Ring. This pink gold engagement ring features four sparkling princess-cut, invisible-set diamonds centered within an elegant square motif. Sixteen round-cut, prong-set diamonds adorn the edges and a total of ten round-cut, prong-set diamonds shimmer along the slender band.","['https://i5.walmartimages.com/asr/44509e4e-64dc-4012-9abd-ff271502b32e_1.b8abfe89b639e878e39e6f1bd6b75d27.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/a7cfb57d-ba8c-4f31-9c99-47ad61c829bb_1.11e181c015df3dc95af6cfd5df57ef4a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/6cbd539e-e469-442e-8c6f-4bbc71b28b05_1.b5f80521c1c9ff61fb206aad5cf1c197.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/b3048bdf-576e-4841-b1a9-8c389ef36a2d_1.325e25e82a1a1b78235843e5427c0d5c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/35a03ca9-d92a-4add-be0d-7a6e52d0692d_1.7e99beeb0d28811a2ddaecdd25fd90dd.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']",Available,70710378058.0
38437577,Miabella 1/7 Carat Diamond Sterling Silver Bridal Set,139.99,"She will cherish this sterling silver Miabella Diamond Bridal Set always. The engagement ring sparkles with seven round-cut, prong-set white diamonds at center and 10 round-cut, buttercup-set white diamonds along the band. The companion wedding band is a perfect match with 14 icy round-cut, pave-set white diamonds as well.","She will cherish this sterling silver Miabella Diamond Bridal Set always. The engagement ring sparkles with seven round-cut, prong-set white diamonds at center and 10 round-cut, buttercup-set white diamonds along the band. The companion wedding band is a perfect match with 14 icy round-cut, pave-set white diamonds as well.","['https://i5.walmartimages.com/asr/1c436d96-aad4-489f-919c-9a4e6aebff03_1.81da7aee98966faf2b6d822c4f9722fe.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/b964e921-0ac0-439f-bc51-e689691b0300_1.e4186329814b1af8bcb67d66d4ff025d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/ae6048b7-7736-47ce-8369-003a5bb0629f_1.f886d9768a47b624b927b98ee2a3edd6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/02382642-6205-4ca2-8940-210ed9f254ad_1.32d23cde21929131f879d764ad17a40f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/0bddc23c-a30e-4627-932c-203bc745a8ff_1.ebe3de10f205a20279cacbcd46f9975f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/3b70bae9-a49c-41eb-bc3f-b40054f25571_1.9f60df75d983ee3dbad44541effe8804.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']",Available,750004054836.0
46478375,Miabella 1/5 Carat T.W. Diamond 10kt White Gold Semi-Eternity Wedding Band,296.99,"Express your love with this pretty Miabella Diamond Semi-Eternity Wedding Band. Crafted in lustrous white gold, this ring features 15 round-cut, pave-set white diamond accents (G-H, I2-I3) along the band. This ring is enhanced with a high polish finish.","Express your love with this pretty Miabella Diamond Semi-Eternity Wedding Band. Crafted in lustrous white gold, this ring features 15 round-cut, pave-set white diamond accents (G-H, I2-I3) along the band. This ring is enhanced with a high polish finish.","['https://i5.walmartimages.com/asr/82649b3d-f9b8-4c9c-8b72-279f5ee29fe8_1.e8a7151f813b108a8d119495cb2ca355.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/a3e895e4-f451-4266-9134-edbf76ad669e_1.fd150e98cf6a8cc5486efe0a8a181c29.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/958363cb-89d4-4075-b6af-c5e839ba1b67_1.c3a8f8f0330ef3a8b6596404255e1b67.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/9166166d-c049-4ad7-8b03-e19ee4fed471_1.f28f66fba3e90469edabeed6720603bc.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']",Available,750005639926.0
34193080,Miabella 1/4 Carat T.W. Princess and Round-Cut Diamond Sterling Silver Bypass Bridal Set,261.99,"This Sterling Silver Miabella Princess and Round-cut Diamond Bypass Bridal Set is a modern yet timeless design. The engagement ring is prong set at center with an icy princess-cut diamond, while a total of 10 round diamonds are channel set along opposite sides of the split-style band. The slender matching wedding band mirrors the contours of the engagement ring for a perfect fit.","This Sterling Silver Miabella Princess and Round-cut Diamond Bypass Bridal Set is a modern yet timeless design. The engagement ring is prong set at center with an icy princess-cut diamond, while a total of 10 round diamonds are channel set along opposite sides of the split-style band. The slender matching wedding band mirrors the contours of the engagement ring for a perfect fit.","['https://i5.walmartimages.com/asr/8735ae69-9b72-41c1-9440-76546bf519e7_1.bfcfb039e5a7224a8ab9bb27c989c1cc.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/073244eb-8a01-424c-9550-5e5a188f6021_1.d881fbf35bdcb59fb10da5effb101214.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/102a0f2c-0051-47f5-8dc1-6b5aae3396af_1.5f6a4b209e4f017b69d7d618a6da986b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/d766a87a-3fba-4918-9238-9170cc99e63c_1.56a1848520a401214c0f761238be318e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']",Available,750001593482.0
16224842,Miabella 1/4 Carat T.W. Diamond Sterling Silver Engagement Ring,228.99,"Be the center of attention with this stunning 1/4 ct. T.W. Round Diamond Fashion Ring. Crafted in polished silver, this ring is adorned with a shimmering center diamond, framed by pave set white diamonds.","Be the center of attention with this stunning 1/4 ct. T.W. Round Diamond Fashion Ring. Crafted in polished silver, this ring is adorned with a shimmering center diamond, framed by pave set white diamonds.","['https://i5.walmartimages.com/asr/3a5630b6-7e2d-43c5-97ab-216efed11e8c_1.8b49ab3273b0c5731ce1555b05dbe819.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/9d4cec5b-95ed-43a3-afdb-ad608d326b13_1.e6b6dd2d343b69574cb8c09954aea2cd.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/01336941-a5b8-4958-b15b-9e3ab14653e7_1.ca11bbdc1feb13cb9624b4933828664e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']",Available,75184902075.0
